bill no,product name,no of units,full amount,date
99792,VEG LADIES FINGERS 1KG,2,405.57,2025-10-03
99793,BAKEWELL WHITE BREAD 450G,5,906.61,2025-10-03
99794,BAKEWELL WHITE BREAD 450G,2,357.44,2025-10-03
99795,ROZA PASTA SPAGHETTI 500G,4,2169.04,2025-10-03
99796,TURMERIC POWDER 100G,5,1772.38,2025-10-03
99797,MUNCHEE CHOCOLATE MARIE 90G,3,268.12,2025-10-03
99798,FLORA TOILET PAPER ROLL 2PLY,5,497.52,2025-10-03
99799,LITTLE LION CHOCOLATE CAKE SLICE,3,454.88,2025-10-03
99800,MILO POWDER 400G,5,4978.46,2025-10-03
99801,LAKMEE SOY CUTTLEFISH 60G,2,358.85,2025-10-03
99802,FRESH MILK 1L,1,407.78,2025-10-03
99803,KELLOGGS CORN FLAKES POUCH 250G,4,2763.1,2025-10-03
99804,FT AVOCADO 1KG,2,1180.39,2025-10-03
99805,SIRILAK FENUGREEK 100G,5,738.8,2025-10-03
99806,MUNCHEE CHOCOLATE MARIE 90G,2,177.96,2025-10-03
99807,WHITE RAW RICE 1KG,2,443.07,2025-10-03
99808,KITHUL TREACLE BOTTLE 750ML,5,4519.85,2025-10-03
99809,KEELLS CHICKEN SAUSAGES 500G,4,3783.58,2025-10-03
99810,SUNQUICK FRUIT JUICE 840ML,2,1498.53,2025-10-03
99811,NEWS PAPER ARUNA,1,70.55,2025-10-03
99812,VEG LIME 1KG,3,1511.38,2025-10-03
99813,FRT PAPAYA 1KG,1,198.83,2025-10-03
99814,FRT BANANA (AMBUL) 1KG,1,247.17,2025-10-03
99815,CLEAR SHAMPOO 180ML,3,1507.97,2025-10-03
99816,TESS CANNED MACKEREL 425G,5,3493.43,2025-10-03
99817,CHICKPEAS 1KG,2,1193.11,2025-10-03
99818,UBC SAVOURY MURUKKU 100G,4,523.26,2025-10-03
99819,EDINBOROUGH CORDIAL 750ML,2,888.72,2025-10-03
99820,PRAN POTATO CHIPS 75G,2,364.8,2025-10-03
99821,VEG PUMPKIN 1KG,3,353.35,2025-10-03
99822,SIRILAK ROASTED PEANUTS 75G,5,506.24,2025-10-03
99823,MEADOWLEA FAT SPREAD 500G,2,2162.5,2025-10-03
99824,WHITE RAW RICE 1KG,2,444.57,2025-10-03
99825,VEG CUCUMBER 1KG,1,147.58,2025-10-03
99826,VEG SWEET POTATO 1KG,1,245.12,2025-10-03
99827,WHITE RAW RICE 1KG,1,221.85,2025-10-03
99828,VEG CAPSICUM 1KG,1,491.56,2025-10-03
99829,SIRILAK ROASTED PEANUTS 75G,4,393.38,2025-10-03
99830,ROYAL CASHEW NUTS 100G,2,1597.59,2025-10-03
99831,CINNAMON STICKS 50G,2,803.92,2025-10-03
99832,WHITE RAW RICE 1KG,2,442.3,2025-10-03
99833,EDINBOROUGH CORDIAL 750ML,4,1776.54,2025-10-03
99834,KITHUL TREACLE BOTTLE 750ML,1,910.29,2025-10-03
99835,CURRY POWDER 100G,3,748.59,2025-10-03
99836,LAKMEE SOY CUTTLEFISH 60G,4,714.91,2025-10-03
99837,CLEAR SHAMPOO 180ML,4,2020.32,2025-10-03
99838,LAKMO EGG PACK L 10,1,556.7,2025-10-03
99839,RIN DETERGENT POWDER 1KG,1,480.62,2025-10-03
99840,RIN DETERGENT POWDER 1KG,3,1467.69,2025-10-03
99841,VEG LADIES FINGERS 1KG,1,203.57,2025-10-03
99842,MUNCHEE SUPER CREAM CRACKER 120G,1,107.91,2025-10-03
99843,HEINZ TOMATO KETCHUP 300G,2,1423.37,2025-10-03
99844,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,5,2713.21,2025-10-03
99845,CHICKPEAS 1KG,3,1833.11,2025-10-03
99846,RED LENTILS (MYSOOR DHAL) 1KG,1,496.53,2025-10-03
99847,VEG CABBAGE 1KG,1,180.87,2025-10-03
99848,ROYAL CASHEW NUTS 100G,5,3947.86,2025-10-03
99849,MALIBAN GOLD MARIE 200G,1,198.57,2025-10-03
99850,DETTOL ANTISEPTIC LIQUID 500ML,1,810.05,2025-10-03
99851,ROZA PASTA SPAGHETTI 500G,4,2195.92,2025-10-03
99852,SIRILAK CHILLI POWDER 100G,2,562.21,2025-10-03
99853,LAKMEE SOY CUTTLEFISH 60G,2,362.83,2025-10-03
99854,VEG CABBAGE 1KG,2,364.33,2025-10-03
99855,VIM DISHWASH LIQUID 500ML,1,276.62,2025-10-03
99856,VEG SWEET POTATO 1KG,1,252.22,2025-10-03
99857,MUNCHEE SUPER CREAM CRACKER 120G,1,110.0,2025-10-03
99858,KOTMALE CHEESE SLICES 10S,1,762.92,2025-10-03
99859,HIGHLAND SET YOGHURT 90G,5,404.96,2025-10-03
99860,NESCAFE CLASSIC 100G JAR,2,2616.68,2025-10-03
99861,VEG GINGER 1KG,1,1504.57,2025-10-03
99862,JOHNSONS BABY POWDER 200G,5,2967.75,2025-10-03
99863,VEG CAPSICUM 1KG,2,989.71,2025-10-03
99864,VEG LEEKS 1KG,3,829.28,2025-10-03
99865,LAKMEE SOY CUTTLEFISH 60G,5,917.1,2025-10-03
99866,SAMAPOSHA 200G,1,182.61,2025-10-03
99867,FRT PINEAPPLE,3,1211.95,2025-10-03
99868,KIST PEANUT BUTTER 340G,5,3985.58,2025-10-03
99869,PRAN POTATO CHIPS 75G,5,893.62,2025-10-03
99870,SIRILAK POP CORN,5,747.54,2025-10-03
99871,ROYAL CASHEW NUTS 100G,4,3203.0,2025-10-03
99872,ENERGIZER BATTERY AA 2S,1,304.32,2025-10-03
99873,VEG CAPSICUM 1KG,2,980.35,2025-10-03
99874,VEG POTATOES 1KG,2,768.03,2025-10-03
99875,AQUAFINA BOTTLED WATER 5L,5,1235.14,2025-10-03
99876,VEG GREEN BEANS 1KG,3,887.14,2025-10-03
99877,CURRY POWDER 100G,1,249.52,2025-10-03
99878,FLORA TOILET PAPER ROLL 2PLY,4,397.65,2025-10-03
99879,SAMAPOSHA 200G,3,548.74,2025-10-03
99880,BROWN SUGAR 1KG,1,445.55,2025-10-03
99881,SAMAPOSHA 200G,1,177.06,2025-10-04
99882,FT AVOCADO 1KG,2,1182.28,2025-10-04
99883,FRESH MILK 1L,2,810.34,2025-10-04
99884,KIST PEANUT BUTTER 340G,1,797.49,2025-10-04
99885,HIGHLAND SET YOGHURT 90G,5,394.04,2025-10-04
99886,BROWN SUGAR 1KG,3,1362.27,2025-10-04
99887,DETTOL ANTISEPTIC LIQUID 500ML,2,1581.89,2025-10-04
99888,AIRWICK AIR FRESHENER 250ML,2,1211.29,2025-10-04
99889,LAKMO EGG PACK L 10,3,1668.84,2025-10-04
99890,VEG LIME 1KG,3,1503.8,2025-10-04
99891,VEG GARLIC 1KG,3,3593.96,2025-10-04
99892,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,5,1258.88,2025-10-04
99893,AIRWICK AIR FRESHENER 250ML,4,2435.0,2025-10-04
99894,SALT 1KG,1,99.03,2025-10-04
99895,FLORA TOILET PAPER ROLL 2PLY,4,392.61,2025-10-04
99896,BAYGON MOSQUITO COILS 10S,5,757.51,2025-10-04
99897,PAMPERS DIAPERS L 44S,1,4552.33,2025-10-04
99898,MAGGI COCONUT MILK POWDER 1KG,3,4471.58,2025-10-04
99899,AIRWICK AIR FRESHENER 250ML,4,2443.53,2025-10-04
99900,NEWS PAPER ARUNA,2,139.2,2025-10-04
99901,CURRY POWDER 100G,3,735.75,2025-10-04
99902,MEADOWLEA FAT SPREAD 500G,2,2184.12,2025-10-04
99903,VEG CARROT 1KG,3,975.52,2025-10-04
99904,MILO POWDER 400G,4,3927.22,2025-10-04
99905,JOHNSONS BABY POWDER 200G,2,1213.0,2025-10-04
99906,BROWN SUGAR 1KG,3,1372.79,2025-10-04
99907,COCONUT,5,658.21,2025-10-04
99908,SAMAPOSHA 200G,2,359.61,2025-10-04
99909,VEG CAPSICUM 1KG,1,501.86,2025-10-04
99910,ROYAL CASHEW NUTS 100G,1,804.41,2025-10-04
99911,NESCAFE CLASSIC 100G JAR,1,1318.55,2025-10-04
99912,RED LENTILS (MYSOOR DHAL) 1KG,3,1505.4,2025-10-04
99913,RICH LIFE SET KIRI DAIRY DESSERT 450G,2,601.17,2025-10-04
99914,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,3,1639.26,2025-10-04
99915,LAKMO EGG PACK L 10,1,547.77,2025-10-04
99916,SALT 1KG,2,201.2,2025-10-04
99917,AIRWICK AIR FRESHENER 250ML,5,3030.08,2025-10-04
99918,MILO POWDER 400G,5,5032.05,2025-10-04
99919,VEG BIG ONIONS 1KG,3,1042.82,2025-10-04
99920,SALT 1KG,2,199.29,2025-10-04
99921,PRIMA INSTANT NOODLES CHICKEN,5,607.08,2025-10-04
99922,VIM DISHWASH LIQUID 500ML,3,825.24,2025-10-04
99923,ROYAL CASHEW NUTS 100G,3,2394.17,2025-10-04
99924,KOTMALE CHEESE SLICES 10S,3,2271.02,2025-10-04
99925,VIM DISHWASH LIQUID 500ML,4,1100.06,2025-10-04
99926,COCONUT MILK POWDER 400G,3,1797.7,2025-10-04
99927,CLEAR SHAMPOO 180ML,4,2029.84,2025-10-04
99928,SIRILAK FENUGREEK 100G,3,445.23,2025-10-04
99929,CLOGARD TOOTHBRUSH SMART PROMO,5,604.86,2025-10-04
99930,VEG GINGER 1KG,1,1511.45,2025-10-04
99931,TURMERIC POWDER 100G,4,1401.93,2025-10-04
99932,VEG LADIES FINGERS 1KG,3,603.88,2025-10-04
99933,LAKMEE SOY CUTTLEFISH 60G,5,894.95,2025-10-04
99934,VEG ASH PLANTAINS 1KG,2,297.6,2025-10-04
99935,MEADOWLEA FAT SPREAD 500G,1,1110.65,2025-10-04
99936,KELLOGGS HEART TO HEART OATS 200G,2,1294.62,2025-10-04
99937,HIGHLAND SET YOGHURT 90G,2,160.68,2025-10-04
99938,NIPPON TUNA IN OIL 185G,2,1300.54,2025-10-04
99939,TURMERIC POWDER 100G,3,1029.32,2025-10-04
99940,VEG RED ONIONS 1KG,1,380.79,2025-10-04
99941,TESS CANNED MACKEREL 425G,5,3567.8,2025-10-04
99942,MUNCHEE CHOCOLATE WAFERS 85G,2,203.86,2025-10-04
99943,VEG RED ONIONS 1KG,2,750.83,2025-10-04
99944,SIRILAK CHILLI POWDER 100G,1,281.07,2025-10-04
99945,LAKMEE SOY CUTTLEFISH 60G,3,547.45,2025-10-04
99946,VIM DISHWASH LIQUID 500ML,2,558.99,2025-10-04
99947,AIRWICK AIR FRESHENER 250ML,2,1207.86,2025-10-04
99948,VEG GINGER 1KG,1,1492.16,2025-10-04
99949,CINNAMON STICKS 50G,3,1182.49,2025-10-04
99950,PAMPERS DIAPERS L 44S,4,18095.9,2025-10-04
99951,SALT 1KG,2,200.48,2025-10-04
99952,SAMAPOSHA 200G,5,893.6,2025-10-04
99953,PRIMA PLAIN FLOUR 1KG,2,749.2,2025-10-04
99954,SUNQUICK FRUIT JUICE 840ML,3,2211.78,2025-10-04
99955,AIRWICK AIR FRESHENER 250ML,2,1203.34,2025-10-04
99956,FRT PINEAPPLE,2,803.39,2025-10-04
99957,VEG BIG ONIONS 1KG,2,692.24,2025-10-04
99958,VEG LEEKS 1KG,1,282.66,2025-10-04
99959,ENERGIZER BATTERY AA 2S,1,304.67,2025-10-04
99960,EDINBOROUGH CORDIAL 750ML,5,2223.2,2025-10-04
99961,EDINBOROUGH CORDIAL 750ML,5,2265.64,2025-10-04
99962,FRT BANANA (AMBUL) 1KG,3,739.57,2025-10-04
99963,VEG GREEN BEANS 1KG,2,601.2,2025-10-04
99964,MALIBAN GOLD MARIE 200G,3,589.6,2025-10-04
99965,SALT 1KG,3,299.61,2025-10-04
99966,KEELLS CHICKEN SAUSAGES 500G,2,1910.51,2025-10-04
99967,VEG GINGER 1KG,2,2992.31,2025-10-04
99968,EDINBOROUGH CORDIAL 750ML,5,2216.1,2025-10-04
99969,COCA-COLA 1.5L,3,915.41,2025-10-04
99970,TESS CANNED MACKEREL 425G,3,2141.49,2025-10-04
99971,ROZA PASTA SPAGHETTI 500G,3,1663.54,2025-10-04
99972,RED LENTILS (MYSOOR DHAL) 1KG,3,1481.92,2025-10-04
99973,NESCAFE CLASSIC 100G JAR,3,3826.15,2025-10-04
99974,LAKMEE SOY CUTTLEFISH 60G,2,354.71,2025-10-04
99975,MILO POWDER 400G,3,2993.62,2025-10-04
99976,SIRILAK FENUGREEK 100G,3,445.79,2025-10-04
99977,VEG CABBAGE 1KG,1,176.96,2025-10-04
99978,LION SODA 1L,2,297.27,2025-10-04
99979,EDINBOROUGH CORDIAL 750ML,4,1835.41,2025-10-04
99980,VEG LEEKS 1KG,3,849.32,2025-10-04
99981,SALT 1KG,3,295.18,2025-10-04
99982,CURRY POWDER 100G,4,1003.01,2025-10-04
99983,CHICKPEAS 1KG,1,607.9,2025-10-04
99984,NIPPON TUNA IN OIL 185G,5,3196.9,2025-10-04
99985,RED LENTILS (MYSOOR DHAL) 1KG,1,496.07,2025-10-04
99986,RIN DETERGENT POWDER 1KG,3,1452.73,2025-10-04
99987,JOHNSONS BABY POWDER 200G,2,1196.59,2025-10-04
99988,SALT 1KG,3,300.51,2025-10-04
99989,NEWS PAPER ARUNA,2,138.97,2025-10-04
99990,KEELLS CHICKEN SAUSAGES 500G,4,3785.52,2025-10-04
99991,NEWS PAPER ARUNA,2,137.84,2025-10-04
99992,NEWS PAPER ARUNA,4,276.34,2025-10-04
99993,NESCAFE CLASSIC 100G JAR,4,5265.85,2025-10-04
99994,TURMERIC POWDER 100G,2,696.51,2025-10-04
99995,FLORA TOILET PAPER ROLL 2PLY,5,492.29,2025-10-04
99996,CHICKPEAS 1KG,2,1185.19,2025-10-04
99997,ANCHOR BUTTER 227G,2,2404.5,2025-10-04
99998,LION SODA 1L,3,454.65,2025-10-04
99999,RICH LIFE SET KIRI DAIRY DESSERT 450G,4,1209.43,2025-10-04
100000,VEG BIG ONIONS 1KG,3,1061.79,2025-10-04
100001,COCONUT,2,255.66,2025-10-04
100002,LITTLE LION CHOCOLATE CAKE SLICE,2,305.36,2025-10-04
100003,FRESH MILK 1L,2,791.28,2025-10-04
100004,GILLETTE RAZOR,1,247.65,2025-10-04
100005,KELLOGGS HEART TO HEART OATS 200G,3,1965.56,2025-10-04
100006,MUNCHEE CHOCOLATE MARIE 90G,1,89.37,2025-10-04
100007,ENERGIZER BATTERY AA 2S,4,1199.37,2025-10-04
100008,VEG BITTER GOURD 1KG,1,220.08,2025-10-04
100009,VEG CUCUMBER 1KG,2,299.33,2025-10-04
100010,PRIMA PLAIN FLOUR 1KG,3,1158.56,2025-10-04
100011,LITTLE LION CHOCOLATE CAKE SLICE,2,304.94,2025-10-04
100012,GILLETTE RAZOR,5,1235.05,2025-10-04
100013,DILMAH PREMIUM LEAF TEA 200G,5,3977.14,2025-10-04
100014,FRESH WHOLE CHICKEN SL 1KG,2,2750.35,2025-10-04
100015,BROWN SUGAR 1KG,1,441.47,2025-10-04
100016,HEINZ TOMATO KETCHUP 300G,2,1394.59,2025-10-04
100017,MALIBAN GOLD MARIE 200G,5,984.76,2025-10-04
100018,UBC SAVOURY MURUKKU 100G,5,642.17,2025-10-04
100019,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,3,748.77,2025-10-04
100020,SIRILAK CHILLI POWDER 100G,4,1103.54,2025-10-04
100021,COCONUT,5,653.83,2025-10-04
100022,VEG TOMATOES 1KG,2,805.51,2025-10-04
100023,VEG SWEET POTATO 1KG,1,247.23,2025-10-04
100024,VEG GREEN BEANS 1KG,3,892.57,2025-10-04
100025,VEG CARROT 1KG,2,634.77,2025-10-04
100026,MEADOWLEA FAT SPREAD 500G,2,2188.39,2025-10-04
100027,LIFEBUOY SOAP TOTAL 10 100G,3,273.3,2025-10-04
100028,VEG SWEET POTATO 1KG,3,735.11,2025-10-04
100029,RICH LIFE SET KIRI DAIRY DESSERT 450G,3,894.95,2025-10-04
100030,COCONUT OIL 750ML,4,3338.55,2025-10-04
100031,EDINBOROUGH CORDIAL 750ML,3,1333.17,2025-10-04
100032,VEG CABBAGE 1KG,3,548.08,2025-10-04
100033,MUNCHEE SUPER CREAM CRACKER 120G,4,435.09,2025-10-04
100034,NEWS PAPER ARUNA,3,207.1,2025-10-04
100035,BAKEWELL WHITE BREAD 450G,4,707.9,2025-10-04
100036,CINNAMON STICKS 50G,4,1630.72,2025-10-04
100037,ROZA PASTA SPAGHETTI 500G,5,2774.74,2025-10-04
100038,COCA-COLA 1.5L,5,1478.13,2025-10-04
100039,SIRILAK POP CORN,1,151.52,2025-10-04
100040,KITHUL TREACLE BOTTLE 750ML,1,892.31,2025-10-04
100041,COCA-COLA 1.5L,3,900.63,2025-10-04
100042,icecream,5,3769.65,2025-10-04
100043,AIRWICK AIR FRESHENER 250ML,2,1179.32,2025-10-05
100044,MILO POWDER 400G,2,1973.36,2025-10-05
100045,LITTLE LION CHOCOLATE CAKE SLICE,5,737.81,2025-10-05
100046,FRT PINEAPPLE,2,805.64,2025-10-05
100047,LION SODA 1L,1,147.77,2025-10-05
100048,VEG LIME 1KG,1,493.89,2025-10-05
100049,FRESH MILK 1L,2,812.05,2025-10-05
100050,MUNCHEE CHOCOLATE WAFERS 85G,1,101.68,2025-10-05
100051,ANCHOR BUTTER 227G,2,2381.54,2025-10-05
100052,HEINZ TOMATO KETCHUP 300G,4,2827.72,2025-10-05
100053,WHITE SUGAR 1KG,2,710.21,2025-10-05
100054,BAKEWELL WHITE BREAD 450G,1,177.39,2025-10-05
100055,ANCHOR BUTTER 227G,4,4767.55,2025-10-05
100056,VEG RED ONIONS 1KG,2,763.36,2025-10-05
100057,KITHUL TREACLE BOTTLE 750ML,5,4574.2,2025-10-05
100058,VEG CABBAGE 1KG,1,180.43,2025-10-05
100059,VEG GARLIC 1KG,3,3630.44,2025-10-05
100060,CINNAMON STICKS 50G,5,1979.24,2025-10-05
100061,PRIMA PLAIN FLOUR 1KG,3,1121.68,2025-10-05
100062,NIPPON TUNA IN OIL 185G,4,2600.31,2025-10-05
100063,VIM DISHWASH LIQUID 500ML,5,1412.0,2025-10-05
100064,LIFEBUOY SOAP TOTAL 10 100G,3,273.1,2025-10-05
100065,KELLOGGS HEART TO HEART OATS 200G,2,1280.99,2025-10-05
100066,MUNCHEE CHOCOLATE WAFERS 85G,5,496.39,2025-10-05
100067,KOTMALE CHEESE SLICES 10S,2,1476.52,2025-10-05
100068,COCONUT OIL 750ML,4,3456.83,2025-10-05
100069,KOTMALE CHEESE SLICES 10S,3,2214.65,2025-10-05
100070,DETTOL ANTISEPTIC LIQUID 500ML,1,806.57,2025-10-05
100071,SIRILAK CHILLI POWDER 100G,4,1113.21,2025-10-05
100072,FLORA TOILET PAPER ROLL 2PLY,4,394.3,2025-10-05
100073,LAKMO EGG PACK L 10,5,2753.9,2025-10-05
100074,GILLETTE RAZOR,3,754.37,2025-10-05
100075,GILLETTE RAZOR,1,254.53,2025-10-05
100076,DETTOL ANTISEPTIC LIQUID 500ML,1,813.29,2025-10-05
100077,BROWN SUGAR 1KG,3,1366.88,2025-10-05
100078,COCONUT OIL 750ML,5,4208.86,2025-10-05
100079,ROYAL CASHEW NUTS 100G,5,4035.74,2025-10-05
100080,HARISCHANDRA COFFEE 200G,2,1786.15,2025-10-05
100081,KELLOGGS CORN FLAKES POUCH 250G,2,1407.09,2025-10-05
100082,SIRILAK FENUGREEK 100G,5,757.39,2025-10-05
100083,MEADOWLEA FAT SPREAD 500G,2,2209.07,2025-10-05
100084,DETTOL ANTISEPTIC LIQUID 500ML,5,3985.7,2025-10-05
100085,MEADOWLEA FAT SPREAD 500G,1,1114.3,2025-10-05
100086,VEG LIME 1KG,2,985.43,2025-10-05
100087,COCONUT,5,638.33,2025-10-05
100088,COCONUT OIL 750ML,2,1700.35,2025-10-05
100089,SIRILAK POP CORN,2,294.23,2025-10-05
100090,TESS CANNED MACKEREL 425G,4,2826.26,2025-10-05
100091,CHICKPEAS 1KG,3,1790.47,2025-10-05
100092,AQUAFINA BOTTLED WATER 5L,1,252.18,2025-10-05
100093,LITTLE LION CHOCOLATE CAKE SLICE,2,297.92,2025-10-05
100094,ROZA PASTA SPAGHETTI 500G,2,1107.14,2025-10-05
100095,NIPPON TUNA IN OIL 185G,5,3220.86,2025-10-05
100096,VEG RED ONIONS 1KG,1,374.5,2025-10-05
100097,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,1,546.19,2025-10-05
100098,SAMAPOSHA 200G,1,178.52,2025-10-05
100099,VEG GREEN BEANS 1KG,3,915.7,2025-10-05
100100,FLORA TOILET PAPER ROLL 2PLY,3,301.46,2025-10-05
100101,KELLOGGS HEART TO HEART OATS 200G,3,1942.43,2025-10-05
100102,LAKMO EGG PACK L 10,2,1080.14,2025-10-05
100103,DETTOL ANTISEPTIC LIQUID 500ML,1,789.2,2025-10-05
100104,KEELLS CHICKEN SAUSAGES 500G,5,4776.43,2025-10-05
100105,HARISCHANDRA COFFEE 200G,5,4438.72,2025-10-05
100106,SIRILAK ROASTED PEANUTS 75G,2,197.22,2025-10-05
100107,FRT PINEAPPLE,4,1608.98,2025-10-05
100108,BAKEWELL WHITE BREAD 450G,3,529.5,2025-10-05
100109,KIST PEANUT BUTTER 340G,4,3193.48,2025-10-05
100110,HARISCHANDRA COFFEE 200G,4,3591.72,2025-10-05
100111,VEG CARROT 1KG,3,948.28,2025-10-05
100112,VEG ASH PLANTAINS 1KG,2,297.43,2025-10-05
100113,CLOGARD TOOTHBRUSH SMART PROMO,1,118.33,2025-10-05
100114,VEG CUCUMBER 1KG,3,457.7,2025-10-05
100115,VEG ASH PLANTAINS 1KG,2,295.02,2025-10-05
100116,SALT 1KG,3,302.33,2025-10-05
100117,ENERGIZER BATTERY AA 2S,1,298.67,2025-10-05
100118,VEG ASH PLANTAINS 1KG,1,150.41,2025-10-05
100119,CLEAR SHAMPOO 180ML,2,983.12,2025-10-05
100120,BAKEWELL WHITE BREAD 450G,3,545.39,2025-10-05
100121,TESS CANNED MACKEREL 425G,2,1415.21,2025-10-05
100122,UBC SAVOURY MURUKKU 100G,2,262.71,2025-10-05
100123,VEG SWEET POTATO 1KG,1,248.94,2025-10-05
100124,PRIMA PLAIN FLOUR 1KG,1,373.75,2025-10-05
100125,VEG CUCUMBER 1KG,2,297.29,2025-10-05
100126,HARISCHANDRA COFFEE 200G,1,897.08,2025-10-05
100127,icecream,3,2294.28,2025-10-05
100128,BROWN SUGAR 1KG,1,444.39,2025-10-05
100129,LIFEBUOY SOAP TOTAL 10 100G,3,274.23,2025-10-05
100130,FRESH WHOLE CHICKEN SL 1KG,1,1395.64,2025-10-05
100131,LAKMO EGG PACK L 10,2,1096.78,2025-10-05
100132,VEG RED ONIONS 1KG,3,1142.44,2025-10-05
100133,MEADOWLEA FAT SPREAD 500G,2,2165.21,2025-10-05
100134,KIST PEANUT BUTTER 340G,4,3202.07,2025-10-05
100135,MUNCHEE SUPER CREAM CRACKER 120G,3,325.7,2025-10-05
100136,FRT PINEAPPLE,4,1594.34,2025-10-05
100137,VEG POTATOES 1KG,2,750.46,2025-10-05
100138,SALT 1KG,1,101.75,2025-10-05
100139,ENERGIZER BATTERY AA 2S,4,1221.0,2025-10-05
100140,LIFEBUOY SOAP TOTAL 10 100G,3,268.4,2025-10-05
100141,LAKMEE SOY CUTTLEFISH 60G,3,543.56,2025-10-05
100142,KEELLS CHICKEN SAUSAGES 500G,1,940.06,2025-10-05
100143,HEINZ TOMATO KETCHUP 300G,5,3515.4,2025-10-05
100144,MUNCHEE CHOCOLATE MARIE 90G,5,448.16,2025-10-05
100145,MEADOWLEA FAT SPREAD 500G,1,1102.13,2025-10-05
100146,FRT BANANA (AMBUL) 1KG,1,245.59,2025-10-05
100147,FRT PAPAYA 1KG,3,607.66,2025-10-05
100148,VEG LIME 1KG,3,1491.34,2025-10-05
100149,VEG SWEET POTATO 1KG,1,246.75,2025-10-05
100150,MUNCHEE SUPER CREAM CRACKER 120G,1,110.42,2025-10-05
100151,LAKMEE SOY CUTTLEFISH 60G,4,721.64,2025-10-05
100152,UBC SAVOURY MURUKKU 100G,4,519.04,2025-10-05
100153,VIM DISHWASH LIQUID 500ML,1,280.68,2025-10-05
100154,NIPPON TUNA IN OIL 185G,5,3305.6,2025-10-05
100155,CINNAMON STICKS 50G,3,1196.07,2025-10-05
100156,SAMAPOSHA 200G,1,178.38,2025-10-05
100157,AIRWICK AIR FRESHENER 250ML,2,1198.01,2025-10-05
100158,FRT PINEAPPLE,3,1216.64,2025-10-05
100159,BAYGON MOSQUITO COILS 10S,3,451.07,2025-10-05
100160,COCONUT OIL 750ML,2,1726.18,2025-10-05
100161,UBC SAVOURY MURUKKU 100G,3,391.59,2025-10-05
100162,GILLETTE RAZOR,2,494.3,2025-10-05
100163,ENERGIZER BATTERY AA 2S,2,594.91,2025-10-05
100164,RED LENTILS (MYSOOR DHAL) 1KG,1,490.3,2025-10-05
100165,DILMAH PREMIUM LEAF TEA 200G,4,3206.14,2025-10-05
100166,SIRILAK ROASTED PEANUTS 75G,1,99.42,2025-10-05
100167,icecream,2,1472.46,2025-10-05
100168,VEG BIG ONIONS 1KG,1,344.21,2025-10-05
100169,NEWS PAPER ARUNA,5,343.57,2025-10-05
100170,ENERGIZER BATTERY AA 2S,1,298.03,2025-10-05
100171,VEG ASH PLANTAINS 1KG,1,150.99,2025-10-05
100172,KEELLS CHICKEN SAUSAGES 500G,5,4836.57,2025-10-05
100173,MILO POWDER 400G,1,998.23,2025-10-05
100174,DILMAH PREMIUM LEAF TEA 200G,5,3965.54,2025-10-05
100175,ANCHOR BUTTER 227G,5,5960.29,2025-10-05
100176,HIGHLAND SET YOGHURT 90G,3,235.36,2025-10-05
100177,PAMPERS DIAPERS L 44S,3,13736.64,2025-10-05
100178,MUNCHEE CHOCOLATE MARIE 90G,2,176.9,2025-10-05
100179,ENERGIZER BATTERY AA 2S,3,901.45,2025-10-05
100180,PRIMA INSTANT NOODLES CHICKEN,1,119.87,2025-10-05
100181,EDINBOROUGH CORDIAL 750ML,2,904.29,2025-10-05
100182,KELLOGGS HEART TO HEART OATS 200G,3,1918.08,2025-10-05
100183,SIRILAK FENUGREEK 100G,3,454.81,2025-10-05
100184,MAGGI COCONUT MILK POWDER 1KG,2,2955.1,2025-10-05
100185,FLORA TOILET PAPER ROLL 2PLY,5,497.07,2025-10-05
100186,VEG ASH PLANTAINS 1KG,1,150.82,2025-10-05
100187,VEG GINGER 1KG,2,3040.74,2025-10-05
100188,KITHUL TREACLE BOTTLE 750ML,2,1798.2,2025-10-05
100189,DILMAH PREMIUM LEAF TEA 200G,1,801.64,2025-10-05
100190,MAGGI COCONUT MILK POWDER 1KG,1,1487.49,2025-10-05
100191,VEG CUCUMBER 1KG,1,149.63,2025-10-05
100192,MUNCHEE CHOCOLATE WAFERS 85G,1,98.43,2025-10-05
100193,ROYAL CASHEW NUTS 100G,4,3201.54,2025-10-05
100194,CINNAMON STICKS 50G,1,403.12,2025-10-05
100195,LAKMO EGG PACK L 10,5,2754.47,2025-10-05
100196,MALIBAN GOLD MARIE 200G,3,609.0,2025-10-05
100197,PRIMA INSTANT NOODLES CHICKEN,3,365.83,2025-10-05
100198,KELLOGGS HEART TO HEART OATS 200G,3,1921.63,2025-10-06
100199,MAGGI COCONUT MILK POWDER 1KG,3,4476.17,2025-10-06
100200,JOHNSONS BABY POWDER 200G,2,1219.95,2025-10-06
100201,SIRILAK CHILLI POWDER 100G,3,845.28,2025-10-06
100202,MILO POWDER 400G,2,1975.82,2025-10-06
100203,LITTLE LION CHOCOLATE CAKE SLICE,4,602.5,2025-10-06
100204,HIGHLAND SET YOGHURT 90G,3,243.16,2025-10-06
