ds,product,units,amount
2025-09-01,Plain Bread 450G,43,7701.31
2025-09-01,Plain Flour 1KG,63,23846.5
2025-09-01,Salt 1KG,69,7012.54
2025-09-01,Toilet Paper 2PLY,54,5307.95
2025-09-01,Tomatoes 1KG,58,23190.04
2025-09-01,White Rice 1KG,61,13434.72
2025-09-01,White Sugar 1KG,75,26294.29
2025-09-02,Bottled Water 5L,72,18070.41
2025-09-02,Butter 227G,35,42810.76
2025-09-02,Chocolate Wafers 85G,40,4030.19
2025-09-02,Coca-Cola 1.5L,33,9845.9
2025-09-02,Coconut,60,7727.0
2025-09-02,Coconut Oil 750ML,60,50613.73
2025-09-02,Coconut Sweets,73,14762.21
2025-09-02,Fresh Chicken 1KG,64,88467.11
2025-09-02,Fresh Milk 1L,58,23615.42
2025-09-02,Ice Cream 1L,67,50134.03
2025-09-02,Mango Jam 500G,74,47209.71
2025-09-02,Milo Powder 400G,41,40792.3
2025-09-02,Pineapple Whole,57,22374.83
2025-09-02,Plain Bread 450G,40,7257.15
2025-09-02,Plain Flour 1KG,62,23725.72
2025-09-02,Salt 1KG,63,6349.39
2025-09-02,Toilet Paper 2PLY,70,7050.25
2025-09-02,Tomatoes 1KG,55,22268.52
2025-09-02,White Rice 1KG,60,13302.19
2025-09-02,White Sugar 1KG,62,21630.61
2025-09-03,Bottled Water 5L,61,15501.58
2025-09-03,Butter 227G,33,39441.73
2025-09-03,Chocolate Wafers 85G,36,3668.07
2025-09-03,Coca-Cola 1.5L,43,12832.39
2025-09-03,Coconut,63,8233.88
2025-09-03,Coconut Oil 750ML,66,57008.57
2025-09-03,Coconut Sweets,55,11116.16
2025-09-03,Fresh Chicken 1KG,56,77076.34
2025-09-03,Fresh Milk 1L,58,22988.95
2025-09-03,Ice Cream 1L,68,50217.1
2025-09-03,Mango Jam 500G,64,41411.92
2025-09-03,Milo Powder 400G,44,44109.51
2025-09-03,Pineapple Whole,59,23911.44
2025-09-03,Plain Bread 450G,41,7524.88
2025-09-03,Plain Flour 1KG,63,24128.89
2025-09-03,Salt 1KG,73,7255.53
2025-09-03,Toilet Paper 2PLY,65,6414.13
2025-09-03,Tomatoes 1KG,58,23138.14
2025-09-03,White Rice 1KG,72,15715.89
2025-09-03,White Sugar 1KG,74,26195.09
2025-09-04,Bottled Water 5L,54,13669.81
2025-09-04,Butter 227G,48,57969.53
2025-09-04,Chocolate Wafers 85G,48,4710.52
2025-09-04,Coca-Cola 1.5L,37,10887.06
2025-09-04,Coconut,73,9521.31
2025-09-04,Coconut Oil 750ML,68,58776.5
2025-09-04,Coconut Sweets,55,10855.84
2025-09-04,Fresh Chicken 1KG,71,100842.23
2025-09-04,Fresh Milk 1L,60,24012.18
2025-09-04,Ice Cream 1L,58,43252.89
2025-09-04,Mango Jam 500G,59,37679.09
2025-09-04,Milo Powder 400G,38,37904.96
2025-09-04,Pineapple Whole,63,24925.14
2025-09-04,Plain Bread 450G,43,7878.46
2025-09-04,Plain Flour 1KG,67,25905.46
2025-09-04,Salt 1KG,51,5107.19
2025-09-04,Toilet Paper 2PLY,72,7250.89
2025-09-04,Tomatoes 1KG,51,20378.35
2025-09-04,White Rice 1KG,50,10894.85
2025-09-04,White Sugar 1KG,67,23206.65
2025-09-05,Bottled Water 5L,54,13754.91
2025-09-05,Butter 227G,33,39834.47
2025-09-05,Chocolate Wafers 85G,42,4249.98
2025-09-05,Coca-Cola 1.5L,46,14037.13
2025-09-05,Coconut,51,6670.71
2025-09-05,Coconut Oil 750ML,55,46803.91
2025-09-05,Coconut Sweets,59,11644.8
2025-09-05,Fresh Chicken 1KG,62,86536.35
2025-09-05,Fresh Milk 1L,70,27980.26
2025-09-05,Ice Cream 1L,63,47293.96
2025-09-05,Mango Jam 500G,66,42126.04
2025-09-05,Milo Powder 400G,43,43833.27
2025-09-05,Pineapple Whole,51,20730.43
2025-09-05,Plain Bread 450G,48,8608.54
2025-09-05,Plain Flour 1KG,54,20115.84
2025-09-05,Salt 1KG,70,6917.58
2025-09-05,Toilet Paper 2PLY,71,7111.62
2025-09-05,Tomatoes 1KG,74,29118.15
2025-09-05,White Rice 1KG,57,12345.68
2025-09-05,White Sugar 1KG,65,22303.33
2025-09-06,Bottled Water 5L,84,21065.0
2025-09-06,Butter 227G,46,55169.04
2025-09-06,Chocolate Wafers 85G,53,5350.18
2025-09-06,Coca-Cola 1.5L,49,14749.63
2025-09-06,Coconut,71,9405.66
2025-09-06,Coconut Oil 750ML,91,77868.09
2025-09-06,Coconut Sweets,85,17150.08
2025-09-06,Fresh Chicken 1KG,91,129745.78
2025-09-06,Fresh Milk 1L,80,32471.13
2025-09-06,Ice Cream 1L,85,64541.27
2025-09-06,Mango Jam 500G,74,47145.28
2025-09-06,Milo Powder 400G,45,44622.31
2025-09-06,Pineapple Whole,94,38151.93
2025-09-06,Plain Bread 450G,61,10807.52
2025-09-06,Plain Flour 1KG,80,30543.79
2025-09-06,Salt 1KG,77,7591.76
2025-09-06,Toilet Paper 2PLY,71,7096.19
2025-09-06,Tomatoes 1KG,94,38075.68
2025-09-06,White Rice 1KG,87,18953.0
2025-09-06,White Sugar 1KG,96,33872.3
2025-09-07,Bottled Water 5L,74,18317.32
2025-09-07,Butter 227G,61,74043.53
2025-09-07,Chocolate Wafers 85G,46,4531.61
2025-09-07,Coca-Cola 1.5L,43,12704.72
2025-09-07,Coconut,94,12196.18
2025-09-07,Coconut Oil 750ML,88,73684.33
2025-09-07,Coconut Sweets,111,21794.83
2025-09-07,Fresh Milk 1L,75,30308.33
2025-09-07,Ice Cream 1L,136,101560.59
2025-09-07,Mango Jam 500G,72,45887.77
2025-09-07,Milo Powder 400G,58,58484.88
2025-09-07,Pineapple Whole,143,57490.01
2025-09-07,Plain Bread 450G,60,10870.67
2025-09-07,Plain Flour 1KG,95,35550.27
2025-09-07,Salt 1KG,83,8272.98
2025-09-07,Toilet Paper 2PLY,89,8841.47
2025-09-07,Tomatoes 1KG,96,39071.13
2025-09-07,White Rice 1KG,81,17818.64
2025-09-07,White Sugar 1KG,88,30939.11
2025-09-08,Bottled Water 5L,60,15145.69
2025-09-08,Butter 227G,38,46453.92
2025-09-08,Chocolate Wafers 85G,46,4591.81
2025-09-08,Coca-Cola 1.5L,39,11864.4
2025-09-08,Coconut,74,9490.65
2025-09-08,Coconut Oil 750ML,72,61823.07
2025-09-08,Coconut Sweets,54,10783.68
2025-09-08,Fresh Chicken 1KG,60,84919.09
2025-09-08,Fresh Milk 1L,63,24755.61
2025-09-08,Ice Cream 1L,51,38493.17
2025-09-08,Mango Jam 500G,75,48711.25
2025-09-08,Milo Powder 400G,47,46188.53
2025-09-08,Pineapple Whole,74,29054.58
2025-09-08,Plain Bread 450G,36,6374.05
2025-09-08,Plain Flour 1KG,73,28056.81
2025-09-08,Salt 1KG,57,5658.88
2025-09-08,Toilet Paper 2PLY,68,6865.04
2025-09-08,Tomatoes 1KG,64,26102.09
2025-09-08,White Rice 1KG,62,13659.64
2025-09-08,White Sugar 1KG,73,25126.29
2025-09-09,Bottled Water 5L,56,14120.39
2025-09-09,Butter 227G,47,55972.23
2025-09-09,Chocolate Wafers 85G,41,4066.91
2025-09-09,Coca-Cola 1.5L,37,10914.63
2025-09-09,Coconut,67,8675.09
2025-09-09,Coconut Oil 750ML,54,46025.51
2025-09-09,Coconut Sweets,51,10300.81
2025-09-09,Fresh Chicken 1KG,75,105041.78
2025-09-09,Fresh Milk 1L,54,21354.07
2025-09-09,Ice Cream 1L,56,41764.88
2025-09-09,Mango Jam 500G,62,39875.47
2025-09-09,Milo Powder 400G,36,35280.58
2025-09-09,Pineapple Whole,64,25392.93
2025-09-09,Plain Bread 450G,47,8589.68
2025-09-09,Plain Flour 1KG,50,18705.01
2025-09-09,Salt 1KG,53,5240.97
2025-09-09,Toilet Paper 2PLY,70,6923.9
2025-09-09,Tomatoes 1KG,63,24782.37
2025-09-09,White Rice 1KG,62,13761.85
2025-09-09,White Sugar 1KG,60,21234.82
2025-09-10,Bottled Water 5L,51,12959.07
2025-09-10,Butter 227G,35,41645.18
2025-09-10,Chocolate Wafers 85G,44,4359.7
2025-09-10,Coca-Cola 1.5L,42,12797.23
2025-09-10,Coconut,60,7898.97
2025-09-10,Coconut Oil 750ML,60,51501.46
2025-09-10,Coconut Sweets,52,10503.43
2025-09-10,Fresh Chicken 1KG,60,83324.61
2025-09-10,Fresh Milk 1L,73,29415.32
2025-09-10,Ice Cream 1L,72,54543.39
2025-09-10,Mango Jam 500G,69,45746.46
2025-09-10,Milo Powder 400G,32,32383.94
2025-09-10,Pineapple Whole,57,22375.97
2025-09-10,Plain Bread 450G,43,7877.83
2025-09-10,Plain Flour 1KG,51,19203.93
2025-09-10,Salt 1KG,59,5979.34
2025-09-10,Toilet Paper 2PLY,69,6817.78
2025-09-10,Tomatoes 1KG,64,25812.98
2025-09-10,White Rice 1KG,59,12830.15
2025-09-10,White Sugar 1KG,66,22880.46
2025-09-11,Bottled Water 5L,51,12976.97
2025-09-11,Butter 227G,32,37827.97
2025-09-11,Chocolate Wafers 85G,46,4622.76
2025-09-11,Coca-Cola 1.5L,46,14003.9
2025-09-11,Coconut,51,6721.05
2025-09-11,Coconut Oil 750ML,70,58763.07
2025-09-11,Coconut Sweets,75,14982.0
2025-09-11,Fresh Chicken 1KG,71,99440.13
2025-09-11,Fresh Milk 1L,72,29128.44
2025-09-11,Ice Cream 1L,65,47992.34
2025-09-11,Mango Jam 500G,68,44633.95
2025-09-11,Milo Powder 400G,41,41167.13
2025-09-11,Pineapple Whole,51,20277.82
2025-09-11,Plain Bread 450G,39,7039.66
2025-09-11,Plain Flour 1KG,75,28580.83
2025-09-11,Salt 1KG,68,6711.56
2025-09-11,Toilet Paper 2PLY,73,7178.36
2025-09-11,Tomatoes 1KG,68,26931.24
2025-09-11,White Rice 1KG,68,14671.99
2025-09-11,White Sugar 1KG,65,22950.01
2025-09-12,Bottled Water 5L,73,18217.03
2025-09-12,Butter 227G,37,45049.38
2025-09-12,Chocolate Wafers 85G,41,4131.88
2025-09-12,Coca-Cola 1.5L,35,10433.24
2025-09-12,Coconut,54,7042.43
2025-09-12,Coconut Oil 750ML,65,55779.29
2025-09-12,Coconut Sweets,63,12363.91
2025-09-12,Fresh Chicken 1KG,66,91227.05
2025-09-12,Fresh Milk 1L,57,22388.12
2025-09-12,Ice Cream 1L,57,43234.27
2025-09-12,Mango Jam 500G,52,34452.05
2025-09-12,Milo Powder 400G,36,36482.28
2025-09-12,Pineapple Whole,57,22706.73
2025-09-12,Plain Bread 450G,33,5865.96
2025-09-12,Plain Flour 1KG,59,22070.62
2025-09-12,Salt 1KG,74,7336.91
2025-09-12,Toilet Paper 2PLY,68,6690.13
2025-09-12,Tomatoes 1KG,53,20909.88
2025-09-12,White Rice 1KG,75,16810.53
2025-09-12,White Sugar 1KG,75,25981.18
2025-09-13,Bottled Water 5L,86,21087.05
2025-09-13,Butter 227G,43,51354.76
2025-09-13,Chocolate Wafers 85G,59,5991.27
2025-09-13,Coca-Cola 1.5L,60,18278.5
2025-09-13,Coconut,91,12024.13
2025-09-13,Coconut Oil 750ML,92,77694.79
2025-09-13,Coconut Sweets,84,16949.75
2025-09-13,Fresh Chicken 1KG,78,111141.99
2025-09-13,Fresh Milk 1L,85,33816.73
2025-09-13,Ice Cream 1L,92,69796.52
2025-09-13,Mango Jam 500G,85,54574.87
2025-09-13,Milo Powder 400G,55,54361.49
2025-09-13,Pineapple Whole,91,36062.19
2025-09-13,Plain Bread 450G,53,9646.11
2025-09-13,Plain Flour 1KG,80,30413.76
2025-09-13,Salt 1KG,68,6762.27
2025-09-13,Toilet Paper 2PLY,68,6822.31
2025-09-13,Tomatoes 1KG,82,32690.54
2025-09-13,White Rice 1KG,86,18565.07
2025-09-13,White Sugar 1KG,74,25454.69
2025-09-14,Bottled Water 5L,71,18070.09
2025-09-14,Butter 227G,57,67632.25
2025-09-14,Chocolate Wafers 85G,56,5550.57
2025-09-14,Coca-Cola 1.5L,46,13863.16
2025-09-14,Coconut,74,9686.85
2025-09-14,Coconut Oil 750ML,66,56197.43
2025-09-14,Coconut Sweets,93,18265.5
2025-09-14,Fresh Chicken 1KG,68,96072.62
2025-09-14,Fresh Milk 1L,67,26281.36
2025-09-14,Ice Cream 1L,88,65593.17
2025-09-14,Mango Jam 500G,92,60049.89
2025-09-14,Milo Powder 400G,43,43566.13
2025-09-14,Pineapple Whole,86,34519.17
2025-09-14,Plain Bread 450G,47,8455.66
2025-09-14,Plain Flour 1KG,82,30642.37
2025-09-14,Salt 1KG,95,9514.82
2025-09-14,Toilet Paper 2PLY,92,9344.61
2025-09-14,Tomatoes 1KG,80,32434.56
2025-09-14,White Rice 1KG,94,20987.11
2025-09-14,White Sugar 1KG,82,28891.43
2025-09-15,Bottled Water 5L,54,13340.98
2025-09-15,Butter 227G,36,42484.84
2025-09-15,Chocolate Wafers 85G,35,3483.74
2025-09-15,Coca-Cola 1.5L,44,13074.63
2025-09-15,Coconut,58,7389.68
2025-09-15,Coconut Oil 750ML,59,50480.05
2025-09-15,Coconut Sweets,67,13166.4
2025-09-15,Fresh Chicken 1KG,65,90016.89
2025-09-15,Fresh Milk 1L,58,23175.14
2025-09-15,Ice Cream 1L,64,47313.19
2025-09-15,Mango Jam 500G,53,34918.2
2025-09-15,Milo Powder 400G,33,33321.22
2025-09-15,Pineapple Whole,59,23959.97
2025-09-15,Plain Bread 450G,35,6194.81
2025-09-15,Plain Flour 1KG,64,24095.31
2025-09-15,Salt 1KG,57,5759.6
2025-09-15,Toilet Paper 2PLY,60,5949.53
2025-09-15,Tomatoes 1KG,69,27116.65
2025-09-15,White Rice 1KG,62,13796.48
2025-09-15,White Sugar 1KG,73,25684.48
2025-09-16,Bottled Water 5L,67,17020.26
2025-09-16,Butter 227G,32,39042.93
2025-09-16,Chocolate Wafers 85G,39,3898.79
2025-09-16,Coca-Cola 1.5L,42,12486.23
2025-09-16,Coconut,68,8842.25
2025-09-16,Coconut Oil 750ML,59,50829.81
2025-09-16,Coconut Sweets,75,14756.91
2025-09-16,Fresh Chicken 1KG,62,85957.69
2025-09-16,Fresh Milk 1L,71,28541.35
2025-09-16,Ice Cream 1L,72,54512.93
2025-09-16,Mango Jam 500G,58,37112.41
2025-09-16,Milo Powder 400G,32,32081.37
2025-09-16,Pineapple Whole,64,25982.8
2025-09-16,Plain Bread 450G,47,8486.55
2025-09-16,Plain Flour 1KG,73,27517.11
2025-09-16,Salt 1KG,53,5350.67
2025-09-16,Toilet Paper 2PLY,64,6355.51
2025-09-16,Tomatoes 1KG,64,25221.75
2025-09-16,White Rice 1KG,60,13332.83
2025-09-16,White Sugar 1KG,57,19926.61
2025-09-17,Bottled Water 5L,66,16657.04
2025-09-17,Butter 227G,32,37666.58
2025-09-17,Chocolate Wafers 85G,34,3466.06
2025-09-17,Coca-Cola 1.5L,36,10753.85
2025-09-17,Coconut,68,8879.45
2025-09-17,Coconut Oil 750ML,72,62090.68
2025-09-17,Coconut Sweets,75,14928.7
2025-09-17,Fresh Chicken 1KG,52,72850.42
2025-09-17,Fresh Milk 1L,70,28018.82
2025-09-17,Ice Cream 1L,60,45262.81
2025-09-17,Mango Jam 500G,61,39360.05
2025-09-17,Milo Powder 400G,46,46282.43
2025-09-17,Pineapple Whole,67,26656.41
2025-09-17,Plain Bread 450G,43,7831.2
2025-09-17,Plain Flour 1KG,51,19219.65
2025-09-17,Salt 1KG,52,5222.83
2025-09-17,Toilet Paper 2PLY,73,7406.43
2025-09-17,Tomatoes 1KG,50,20145.22
2025-09-17,White Rice 1KG,62,13729.16
2025-09-17,White Sugar 1KG,75,26581.69
2025-09-18,Bottled Water 5L,68,17298.29
2025-09-18,Butter 227G,34,40199.97
2025-09-18,Chocolate Wafers 85G,42,4205.92
2025-09-18,Coca-Cola 1.5L,37,11076.9
2025-09-18,Coconut,55,7229.28
2025-09-18,Coconut Oil 750ML,75,64962.59
2025-09-18,Coconut Sweets,57,11244.85
2025-09-18,Fresh Chicken 1KG,61,84731.63
2025-09-18,Fresh Milk 1L,58,23344.07
2025-09-18,Ice Cream 1L,66,48780.29
2025-09-18,Mango Jam 500G,55,35585.22
2025-09-18,Milo Powder 400G,45,45245.93
2025-09-18,Pineapple Whole,52,20619.83
2025-09-18,Plain Bread 450G,41,7355.54
2025-09-18,Plain Flour 1KG,65,24784.29
2025-09-18,Salt 1KG,61,6115.06
2025-09-18,Toilet Paper 2PLY,60,6022.71
2025-09-18,Tomatoes 1KG,54,21529.03
2025-09-18,White Rice 1KG,72,15935.07
2025-09-18,White Sugar 1KG,63,21937.01
2025-09-19,Bottled Water 5L,67,17049.85
2025-09-19,Butter 227G,39,47236.78
2025-09-19,Chocolate Wafers 85G,33,3293.01
2025-09-19,Coca-Cola 1.5L,32,9487.95
2025-09-19,Coconut,52,6741.79
2025-09-19,Coconut Oil 750ML,68,56959.16
2025-09-19,Coconut Sweets,53,10627.11
2025-09-19,Fresh Chicken 1KG,71,99537.33
2025-09-19,Fresh Milk 1L,60,23880.07
2025-09-19,Ice Cream 1L,74,55135.48
2025-09-19,Mango Jam 500G,51,32753.86
2025-09-19,Milo Powder 400G,35,34621.45
2025-09-19,Pineapple Whole,51,20085.96
2025-09-19,Plain Bread 450G,34,6148.61
2025-09-19,Plain Flour 1KG,62,23130.49
2025-09-19,Salt 1KG,56,5599.95
2025-09-19,Toilet Paper 2PLY,52,5175.7
2025-09-19,Tomatoes 1KG,60,23795.63
2025-09-19,White Rice 1KG,51,11151.45
2025-09-19,White Sugar 1KG,51,17658.49
2025-09-20,Bottled Water 5L,95,23706.21
2025-09-20,Butter 227G,57,69352.95
2025-09-20,Chocolate Wafers 85G,48,4832.65
2025-09-20,Coca-Cola 1.5L,54,16021.03
2025-09-20,Coconut,81,10695.96
2025-09-20,Coconut Oil 750ML,68,57340.7
2025-09-20,Coconut Sweets,84,16915.89
2025-09-20,Fresh Chicken 1KG,75,103947.55
2025-09-20,Fresh Milk 1L,93,37655.61
2025-09-20,Ice Cream 1L,68,50930.82
2025-09-20,Mango Jam 500G,88,58117.28
2025-09-20,Milo Powder 400G,50,50843.77
2025-09-20,Pineapple Whole,68,27224.21
2025-09-20,Plain Bread 450G,60,10674.23
2025-09-20,Plain Flour 1KG,81,31046.98
2025-09-20,Salt 1KG,94,9343.89
2025-09-20,Toilet Paper 2PLY,83,8244.88
2025-09-20,Tomatoes 1KG,93,36484.23
2025-09-20,White Rice 1KG,78,16986.9
2025-09-20,White Sugar 1KG,73,26031.18
2025-09-21,Bottled Water 5L,77,18884.24
2025-09-21,Butter 227G,48,58642.08
2025-09-21,Chocolate Wafers 85G,56,5639.98
2025-09-21,Coca-Cola 1.5L,44,13011.09
2025-09-21,Coconut,95,12238.94
2025-09-21,Coconut Oil 750ML,81,68078.75
2025-09-21,Coconut Sweets,72,14120.92
2025-09-21,Fresh Chicken 1KG,90,124451.78
2025-09-21,Fresh Milk 1L,84,33808.45
2025-09-21,Ice Cream 1L,89,66208.95
2025-09-21,Mango Jam 500G,74,48752.56
2025-09-21,Milo Powder 400G,59,58732.81
2025-09-21,Pineapple Whole,85,33460.63
2025-09-21,Plain Bread 450G,52,9488.7
2025-09-21,Plain Flour 1KG,88,33241.43
2025-09-21,Salt 1KG,76,7687.82
2025-09-21,Toilet Paper 2PLY,79,7786.09
2025-09-21,Tomatoes 1KG,70,28323.44
2025-09-21,White Rice 1KG,91,20183.07
2025-09-21,White Sugar 1KG,92,32555.41
2025-09-22,Bottled Water 5L,67,17064.12
2025-09-22,Butter 227G,37,45001.21
2025-09-22,Chocolate Wafers 85G,43,4265.21
2025-09-22,Coca-Cola 1.5L,47,14140.57
2025-09-22,Coconut,70,9124.45
2025-09-22,Coconut Oil 750ML,54,45728.81
2025-09-22,Coconut Sweets,65,12941.49
2025-09-22,Fresh Chicken 1KG,75,104197.33
2025-09-22,Fresh Milk 1L,69,27300.01
2025-09-22,Ice Cream 1L,60,45283.42
2025-09-22,Mango Jam 500G,72,46630.23
2025-09-22,Milo Powder 400G,32,32155.17
2025-09-22,Pineapple Whole,56,22736.18
2025-09-22,Plain Bread 450G,47,8596.45
2025-09-22,Plain Flour 1KG,55,20619.56
2025-09-22,Salt 1KG,52,5173.63
2025-09-22,Toilet Paper 2PLY,54,5311.27
2025-09-22,Tomatoes 1KG,74,29405.4
2025-09-22,White Rice 1KG,73,15986.47
2025-09-22,White Sugar 1KG,53,18358.89
2025-09-23,Bottled Water 5L,51,12742.78
2025-09-23,Butter 227G,47,56804.39
2025-09-23,Chocolate Wafers 85G,42,4251.14
2025-09-23,Coca-Cola 1.5L,42,12627.2
2025-09-23,Coconut,70,9117.41
2025-09-23,Coconut Oil 750ML,69,58608.17
2025-09-23,Coconut Sweets,62,12489.03
2025-09-23,Fresh Chicken 1KG,65,90866.87
2025-09-23,Fresh Milk 1L,56,22748.39
2025-09-23,Ice Cream 1L,60,44466.02
2025-09-23,Mango Jam 500G,64,41613.31
2025-09-23,Milo Powder 400G,42,42615.14
2025-09-23,Pineapple Whole,61,24326.28
2025-09-23,Plain Bread 450G,46,8439.1
2025-09-23,Plain Flour 1KG,56,21149.73
2025-09-23,Salt 1KG,55,5500.2
2025-09-23,Toilet Paper 2PLY,59,5803.78
2025-09-23,Tomatoes 1KG,68,27730.3
2025-09-23,White Rice 1KG,66,14660.42
2025-09-23,White Sugar 1KG,61,21605.49
2025-09-24,Bottled Water 5L,63,15947.47
2025-09-24,Butter 227G,33,39009.56
2025-09-24,Chocolate Wafers 85G,33,3303.85
2025-09-24,Coca-Cola 1.5L,45,13359.48
2025-09-24,Coconut,51,6524.22
2025-09-24,Coconut Oil 750ML,61,52726.08
2025-09-24,Coconut Sweets,63,12526.66
2025-09-24,Fresh Chicken 1KG,72,100464.56
2025-09-24,Fresh Milk 1L,76,29949.87
2025-09-24,Ice Cream 1L,57,43500.26
2025-09-24,Mango Jam 500G,61,40086.72
2025-09-24,Milo Powder 400G,32,31486.81
2025-09-24,Pineapple Whole,53,21536.37
2025-09-24,Plain Bread 450G,39,7019.8
2025-09-24,Plain Flour 1KG,53,20526.57
2025-09-24,Salt 1KG,72,7197.53
2025-09-24,Toilet Paper 2PLY,63,6215.17
2025-09-24,Tomatoes 1KG,55,21784.9
2025-09-24,White Rice 1KG,54,11898.78
2025-09-24,White Sugar 1KG,75,26195.83
2025-09-25,Bottled Water 5L,73,18449.72
2025-09-25,Butter 227G,40,47681.16
2025-09-25,Chocolate Wafers 85G,44,4478.29
2025-09-25,Coca-Cola 1.5L,47,13991.21
2025-09-25,Coconut,59,7762.09
2025-09-25,Coconut Oil 750ML,61,52200.08
2025-09-25,Coconut Sweets,53,10804.64
2025-09-25,Fresh Chicken 1KG,59,84212.66
2025-09-25,Fresh Milk 1L,60,23588.99
2025-09-25,Ice Cream 1L,55,40930.1
2025-09-25,Mango Jam 500G,68,43519.36
2025-09-25,Milo Powder 400G,34,33879.04
2025-09-25,Pineapple Whole,69,27791.27
2025-09-25,Plain Bread 450G,37,6559.34
2025-09-25,Plain Flour 1KG,69,26592.79
2025-09-25,Salt 1KG,62,6140.29
2025-09-25,Toilet Paper 2PLY,52,5199.76
2025-09-25,Tomatoes 1KG,66,26216.23
2025-09-25,White Rice 1KG,72,16016.07
2025-09-25,White Sugar 1KG,58,20648.94
2025-09-26,Bottled Water 5L,54,13327.78
2025-09-26,Butter 227G,37,45151.41
2025-09-26,Chocolate Wafers 85G,41,4066.57
2025-09-26,Coca-Cola 1.5L,45,13713.94
2025-09-26,Coconut,74,9628.59
2025-09-26,Coconut Oil 750ML,54,45874.86
2025-09-26,Coconut Sweets,68,13726.91
2025-09-26,Fresh Chicken 1KG,73,101984.56
2025-09-26,Fresh Milk 1L,57,22750.45
2025-09-26,Ice Cream 1L,53,38998.9
2025-09-26,Mango Jam 500G,63,40794.78
2025-09-26,Milo Powder 400G,37,36348.25
2025-09-26,Pineapple Whole,64,26044.79
2025-09-26,Plain Bread 450G,47,8499.29
2025-09-26,Plain Flour 1KG,51,19305.29
2025-09-26,Salt 1KG,54,5485.51
2025-09-26,Toilet Paper 2PLY,56,5508.1
2025-09-26,Tomatoes 1KG,65,25514.57
2025-09-26,White Rice 1KG,53,11512.99
2025-09-26,White Sugar 1KG,61,21526.47
2025-09-27,Bottled Water 5L,71,17475.3
2025-09-27,Butter 227G,45,53841.62
2025-09-27,Chocolate Wafers 85G,53,5287.77
2025-09-27,Coca-Cola 1.5L,44,13126.16
2025-09-27,Coconut,97,12473.6
2025-09-27,Coconut Oil 750ML,82,68393.61
2025-09-27,Coconut Sweets,87,17363.29
2025-09-27,Fresh Chicken 1KG,66,91971.03
2025-09-27,Fresh Milk 1L,93,37644.37
2025-09-27,Ice Cream 1L,97,71633.65
2025-09-27,Mango Jam 500G,68,43453.01
2025-09-27,Milo Powder 400G,58,57815.05
2025-09-27,Pineapple Whole,99,38858.11
2025-09-27,Plain Bread 450G,60,10980.44
2025-09-27,Plain Flour 1KG,76,28792.97
2025-09-27,Salt 1KG,87,8658.2
2025-09-27,Toilet Paper 2PLY,77,7767.74
2025-09-27,Tomatoes 1KG,89,34946.05
2025-09-27,White Rice 1KG,78,16953.34
2025-09-27,White Sugar 1KG,99,34322.06
2025-09-28,Bottled Water 5L,71,17926.53
2025-09-28,Butter 227G,51,60271.62
2025-09-28,Chocolate Wafers 85G,53,5365.06
2025-09-28,Coca-Cola 1.5L,52,15418.18
2025-09-28,Coconut,77,10132.69
2025-09-28,Coconut Oil 750ML,66,55008.95
2025-09-28,Coconut Sweets,72,14342.89
2025-09-28,Fresh Chicken 1KG,73,100759.18
2025-09-28,Fresh Milk 1L,82,32491.27
2025-09-28,Ice Cream 1L,79,59608.31
2025-09-28,Mango Jam 500G,85,55525.2
2025-09-28,Milo Powder 400G,45,44765.27
2025-09-28,Pineapple Whole,66,26502.7
2025-09-28,Plain Bread 450G,44,7924.67
2025-09-28,Plain Flour 1KG,76,29352.91
2025-09-28,Salt 1KG,91,9147.11
2025-09-28,Toilet Paper 2PLY,74,7538.42
2025-09-28,Tomatoes 1KG,84,33163.23
2025-09-28,White Rice 1KG,86,19133.19
2025-09-28,White Sugar 1KG,87,30089.08
2025-09-29,Bottled Water 5L,66,16433.99
2025-09-29,Butter 227G,44,53382.31
2025-09-29,Chocolate Wafers 85G,36,3670.47
2025-09-29,Coca-Cola 1.5L,40,11976.37
2025-09-29,Coconut,56,7361.21
2025-09-29,Coconut Oil 750ML,72,61900.09
2025-09-29,Coconut Sweets,58,11695.85
2025-09-29,Fresh Chicken 1KG,64,89042.0
2025-09-29,Fresh Milk 1L,51,20293.76
2025-09-29,Ice Cream 1L,54,39932.49
2025-09-29,Mango Jam 500G,74,48800.72
2025-09-29,Milo Powder 400G,39,39312.6
2025-09-29,Pineapple Whole,59,23732.83
2025-09-29,Plain Bread 450G,33,5843.14
2025-09-29,Plain Flour 1KG,72,27683.12
2025-09-29,Salt 1KG,55,5413.7
2025-09-29,Toilet Paper 2PLY,65,6433.8
2025-09-29,Tomatoes 1KG,57,22532.46
2025-09-29,White Rice 1KG,63,13987.33
2025-09-29,White Sugar 1KG,74,26149.74
2025-09-30,Bottled Water 5L,64,15931.22
2025-09-30,Butter 227G,32,38956.13
2025-09-30,Chocolate Wafers 85G,46,4653.97
2025-09-30,Coca-Cola 1.5L,35,10700.42
2025-09-30,Coconut,57,7264.16
2025-09-30,Coconut Oil 750ML,65,54773.18
2025-09-30,Coconut Sweets,64,12953.9
2025-09-30,Fresh Chicken 1KG,66,94092.09
2025-09-30,Fresh Milk 1L,51,20349.74
2025-09-30,Ice Cream 1L,59,44553.06
2025-09-30,Mango Jam 500G,52,33695.71
2025-09-30,Milo Powder 400G,47,46658.72
